Training console diary: C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260704_015559_td3_mathworks_style_pi_current_1c_500hz_long_detailed\training_console.log
Episode:   1/5000 | Episode reward:  1113.94 | Episode steps: 1973 | Average reward:  1113.94 | Step Count: 1973 | Episode Q0:    28.33
Episode: 892/5000 | Episode reward:  1594.07 | Episode steps: 2500 | Average reward:  1515.48 | Step Count: 1818171 | Episode Q0:    37.18
Episode: 893/5000 | Episode reward:  1456.02 | Episode steps: 2500 | Average reward:  1554.86 | Step Count: 1820671 | Episode Q0:    37.18
Episode: 894/5000 | Episode reward:  1483.40 | Episode steps: 2500 | Average reward:  1555.80 | Step Count: 1823171 | Episode Q0:    37.18
Episode: 895/5000 | Episode reward:  1499.21 | Episode steps: 2500 | Average reward:  1537.88 | Step Count: 1825671 | Episode Q0:    37.18
Episode: 896/5000 | Episode reward:  1621.13 | Episode steps: 2500 | Average reward:  1547.67 | Step Count: 1828171 | Episode Q0:    37.18
Episode: 897/5000 | Episode reward:  1196.00 | Episode steps: 2500 | Average reward:  1502.44 | Step Count: 1830671 | Episode Q0:    37.18
Episode: 898/5000 | Episode reward:  1482.09 | Episode steps: 2500 | Average reward:  1494.43 | Step Count: 1833171 | Episode Q0:    37.18
Episode: 899/5000 | Episode reward:  1427.32 | Episode steps: 2500 | Average reward:  1476.30 | Step Count: 1835671 | Episode Q0:    37.18
Episode: 900/5000 | Episode reward:  1565.35 | Episode steps: 2500 | Average reward:  1484.01 | Step Count: 1838171 | Episode Q0:    37.18
Episode: 901/5000 | Episode reward:  1476.75 | Episode steps: 2500 | Average reward:  1480.13 | Step Count: 1840671 | Episode Q0:    37.18
Episode: 902/5000 | Episode reward:  1642.41 | Episode steps: 2500 | Average reward:  1484.97 | Step Count: 1843171 | Episode Q0:    37.18
Episode: 903/5000 | Episode reward:  1569.12 | Episode steps: 2500 | Average reward:  1496.28 | Step Count: 1845671 | Episode Q0:    37.18
Episode: 904/5000 | Episode reward:  1501.71 | Episode steps: 2500 | Average reward:  1498.11 | Step Count: 1848171 | Episode Q0:    37.18
Episode: 905/5000 | Episode reward:  1425.44 | Episode steps: 2500 | Average reward:  1490.73 | Step Count: 1850671 | Episode Q0:    37.18
Episode: 906/5000 | Episode reward:  1437.56 | Episode steps: 2500 | Average reward:  1472.38 | Step Count: 1853171 | Episode Q0:    37.18
Episode: 907/5000 | Episode reward:  1496.55 | Episode steps: 2500 | Average reward:  1502.43 | Step Count: 1855671 | Episode Q0:    37.18
Episode: 908/5000 | Episode reward:  1523.70 | Episode steps: 2500 | Average reward:  1506.59 | Step Count: 1858171 | Episode Q0:    37.18
Episode: 909/5000 | Episode reward:  1124.07 | Episode steps: 2500 | Average reward:  1476.27 | Step Count: 1860671 | Episode Q0:    37.83
Episode: 910/5000 | Episode reward:  1674.67 | Episode steps: 2500 | Average reward:  1487.20 | Step Count: 1863171 | Episode Q0:    37.83
Episode: 911/5000 | Episode reward:  1475.52 | Episode steps: 2500 | Average reward:  1487.07 | Step Count: 1865671 | Episode Q0:    37.83
Episode: 912/5000 | Episode reward:   857.92 | Episode steps: 2500 | Average reward:  1408.63 | Step Count: 1868171 | Episode Q0:    37.83
Episode: 913/5000 | Episode reward:   812.32 | Episode steps: 2500 | Average reward:  1332.95 | Step Count: 1870671 | Episode Q0:    37.83
Episode: 914/5000 | Episode reward:   686.26 | Episode steps: 2500 | Average reward:  1251.40 | Step Count: 1873171 | Episode Q0:    37.83
Episode: 915/5000 | Episode reward:  1596.42 | Episode steps: 2500 | Average reward:  1268.50 | Step Count: 1875671 | Episode Q0:    37.83
Episode: 916/5000 | Episode reward:   674.26 | Episode steps: 2500 | Average reward:  1192.17 | Step Count: 1878171 | Episode Q0:    37.83
Episode: 917/5000 | Episode reward:  1002.39 | Episode steps: 2500 | Average reward:  1142.75 | Step Count: 1880671 | Episode Q0:    37.83
Episode: 918/5000 | Episode reward:  1313.18 | Episode steps: 2500 | Average reward:  1121.70 | Step Count: 1883171 | Episode Q0:    37.83
Episode: 919/5000 | Episode reward:   676.25 | Episode steps: 2500 | Average reward:  1076.92 | Step Count: 1885671 | Episode Q0:    37.83
Episode: 920/5000 | Episode reward:  1329.11 | Episode steps: 2500 | Average reward:  1042.36 | Step Count: 1888171 | Episode Q0:    37.83
Episode: 921/5000 | Episode reward:  1040.59 | Episode steps: 2500 | Average reward:   998.87 | Step Count: 1890671 | Episode Q0:    37.83
Episode: 922/5000 | Episode reward:  1595.84 | Episode steps: 2500 | Average reward:  1072.66 | Step Count: 1893171 | Episode Q0:    37.83
Episode: 923/5000 | Episode reward:   772.86 | Episode steps: 2500 | Average reward:  1068.72 | Step Count: 1895671 | Episode Q0:    37.83
Episode: 924/5000 | Episode reward:   687.19 | Episode steps: 2500 | Average reward:  1068.81 | Step Count: 1898171 | Episode Q0:    37.83
Episode: 925/5000 | Episode reward:   786.58 | Episode steps: 2500 | Average reward:   987.83 | Step Count: 1900671 | Episode Q0:    37.83
Episode: 926/5000 | Episode reward:  1545.84 | Episode steps: 2500 | Average reward:  1074.98 | Step Count: 1903171 | Episode Q0:    37.37
Episode: 927/5000 | Episode reward:   780.70 | Episode steps: 2500 | Average reward:  1052.81 | Step Count: 1905671 | Episode Q0:    37.37
Episode: 928/5000 | Episode reward:   379.48 | Episode steps: 2500 | Average reward:   959.44 | Step Count: 1908171 | Episode Q0:    37.37
Episode: 929/5000 | Episode reward:  1609.79 | Episode steps: 2500 | Average reward:  1052.80 | Step Count: 1910671 | Episode Q0:    37.37
Episode: 930/5000 | Episode reward:  1207.94 | Episode steps: 2500 | Average reward:  1040.68 | Step Count: 1913171 | Episode Q0:    37.37
Episode: 931/5000 | Episode reward:  1191.88 | Episode steps: 2500 | Average reward:  1055.81 | Step Count: 1915671 | Episode Q0:    37.37
Episode: 932/5000 | Episode reward:   752.78 | Episode steps: 2500 | Average reward:   971.50 | Step Count: 1918171 | Episode Q0:    37.37
Episode: 933/5000 | Episode reward:   768.11 | Episode steps: 2500 | Average reward:   971.03 | Step Count: 1920671 | Episode Q0:    37.37
Episode: 934/5000 | Episode reward:  1504.46 | Episode steps: 2500 | Average reward:  1052.76 | Step Count: 1923171 | Episode Q0:    37.37
Episode: 935/5000 | Episode reward:  1549.71 | Episode steps: 2500 | Average reward:  1129.07 | Step Count: 1925671 | Episode Q0:    37.37
Episode: 936/5000 | Episode reward:  1662.40 | Episode steps: 2500 | Average reward:  1140.73 | Step Count: 1928171 | Episode Q0:    37.37
Episode: 937/5000 | Episode reward:   730.54 | Episode steps: 2500 | Average reward:  1135.71 | Step Count: 1930671 | Episode Q0:    37.37
Episode: 938/5000 | Episode reward:   539.44 | Episode steps: 2500 | Average reward:  1151.71 | Step Count: 1933171 | Episode Q0:    37.37
Episode: 939/5000 | Episode reward:  1604.72 | Episode steps: 2500 | Average reward:  1151.20 | Step Count: 1935671 | Episode Q0:    37.37
Episode: 940/5000 | Episode reward:  1597.62 | Episode steps: 2500 | Average reward:  1190.17 | Step Count: 1938171 | Episode Q0:    37.37
Episode: 941/5000 | Episode reward:   552.57 | Episode steps: 2500 | Average reward:  1126.24 | Step Count: 1940671 | Episode Q0:    37.37
Episode: 942/5000 | Episode reward:   508.52 | Episode steps: 2500 | Average reward:  1101.81 | Step Count: 1943171 | Episode Q0:    37.37
Episode: 943/5000 | Episode reward:  1511.25 | Episode steps: 2500 | Average reward:  1176.12 | Step Count: 1945671 | Episode Q0:    37.37
Episode: 944/5000 | Episode reward:  1591.36 | Episode steps: 2500 | Average reward:  1184.81 | Step Count: 1948171 | Episode Q0:    37.37
Episode: 945/5000 | Episode reward:   626.51 | Episode steps: 2500 | Average reward:  1092.49 | Step Count: 1950671 | Episode Q0:    37.37
Episode: 946/5000 | Episode reward:  1078.89 | Episode steps: 2500 | Average reward:  1034.14 | Step Count: 1953171 | Episode Q0:    37.37
Episode: 947/5000 | Episode reward:   433.71 | Episode steps: 2500 | Average reward:  1004.46 | Step Count: 1955671 | Episode Q0:    37.37
Episode: 948/5000 | Episode reward:   566.15 | Episode steps: 2500 | Average reward:  1007.13 | Step Count: 1958171 | Episode Q0:    37.37
Episode: 949/5000 | Episode reward:  1497.24 | Episode steps: 2500 | Average reward:   996.38 | Step Count: 1960671 | Episode Q0:    37.37
Episode: 950/5000 | Episode reward:   718.89 | Episode steps: 2500 | Average reward:   908.51 | Step Count: 1963171 | Episode Q0:    37.37
Episode: 951/5000 | Episode reward:   864.80 | Episode steps: 2500 | Average reward:   939.73 | Step Count: 1965671 | Episode Q0:    37.37
Episode: 952/5000 | Episode reward:   558.37 | Episode steps: 2500 | Average reward:   944.72 | Step Count: 1968171 | Episode Q0:    37.37
Episode: 953/5000 | Episode reward:  1589.10 | Episode steps: 2500 | Average reward:   952.50 | Step Count: 1970671 | Episode Q0:    38.44
Episode: 954/5000 | Episode reward:  1273.55 | Episode steps: 2500 | Average reward:   920.72 | Step Count: 1973171 | Episode Q0:    38.44
Episode: 955/5000 | Episode reward:  1576.25 | Episode steps: 2500 | Average reward:  1015.70 | Step Count: 1975671 | Episode Q0:    38.44
Episode: 956/5000 | Episode reward:  1265.51 | Episode steps: 2500 | Average reward:  1034.36 | Step Count: 1978171 | Episode Q0:    38.44
Episode: 957/5000 | Episode reward:  1469.49 | Episode steps: 2500 | Average reward:  1137.94 | Step Count: 1980671 | Episode Q0:    38.44
Episode: 958/5000 | Episode reward:  1605.70 | Episode steps: 2500 | Average reward:  1241.89 | Step Count: 1983171 | Episode Q0:    38.44
Episode: 959/5000 | Episode reward:  1097.15 | Episode steps: 2500 | Average reward:  1201.88 | Step Count: 1985671 | Episode Q0:    38.44
Episode: 960/5000 | Episode reward:  1679.71 | Episode steps: 2500 | Average reward:  1297.96 | Step Count: 1988171 | Episode Q0:    38.44
Episode: 961/5000 | Episode reward:  1254.47 | Episode steps: 2500 | Average reward:  1336.93 | Step Count: 1990671 | Episode Q0:    38.44
Episode: 962/5000 | Episode reward:  1403.74 | Episode steps: 2500 | Average reward:  1421.47 | Step Count: 1993171 | Episode Q0:    38.44
Episode: 963/5000 | Episode reward:   882.09 | Episode steps: 2500 | Average reward:  1350.76 | Step Count: 1995671 | Episode Q0:    38.44
Episode: 964/5000 | Episode reward:  1064.06 | Episode steps: 2500 | Average reward:  1329.82 | Step Count: 1998171 | Episode Q0:    38.44
Episode: 965/5000 | Episode reward:   918.10 | Episode steps: 2500 | Average reward:  1264.00 | Step Count: 2000671 | Episode Q0:    38.44
Episode: 966/5000 | Episode reward:  1429.01 | Episode steps: 2500 | Average reward:  1280.35 | Step Count: 2003171 | Episode Q0:    38.44
Episode: 967/5000 | Episode reward:   930.07 | Episode steps: 2500 | Average reward:  1226.41 | Step Count: 2005671 | Episode Q0:    38.44
Episode: 968/5000 | Episode reward:  1276.68 | Episode steps: 2500 | Average reward:  1193.51 | Step Count: 2008171 | Episode Q0:    38.44
Episode: 969/5000 | Episode reward:   685.49 | Episode steps: 2500 | Average reward:  1152.34 | Step Count: 2010671 | Episode Q0:    38.44
Episode: 970/5000 | Episode reward:  1660.12 | Episode steps: 2500 | Average reward:  1150.38 | Step Count: 2013171 | Episode Q0:    37.55
Episode: 971/5000 | Episode reward:   956.91 | Episode steps: 2454 | Average reward:  1120.63 | Step Count: 2015625 | Episode Q0:    37.55
Episode: 972/5000 | Episode reward:  1394.95 | Episode steps: 2500 | Average reward:  1119.75 | Step Count: 2018125 | Episode Q0:    37.55
Episode: 973/5000 | Episode reward:   666.22 | Episode steps: 2500 | Average reward:  1098.16 | Step Count: 2020625 | Episode Q0:    37.55
Episode: 974/5000 | Episode reward:   931.74 | Episode steps: 2500 | Average reward:  1084.93 | Step Count: 2023125 | Episode Q0:    37.55
Episode: 975/5000 | Episode reward:  1697.12 | Episode steps: 2500 | Average reward:  1162.83 | Step Count: 2025625 | Episode Q0:    37.55
Episode: 976/5000 | Episode reward:  1442.04 | Episode steps: 2500 | Average reward:  1164.13 | Step Count: 2028125 | Episode Q0:    37.55
Episode: 977/5000 | Episode reward:  1502.05 | Episode steps: 2500 | Average reward:  1221.33 | Step Count: 2030625 | Episode Q0:    37.55
Episode: 978/5000 | Episode reward:  1720.03 | Episode steps: 2500 | Average reward:  1265.67 | Step Count: 2033125 | Episode Q0:    37.55
Episode: 979/5000 | Episode reward:   910.09 | Episode steps: 2500 | Average reward:  1288.13 | Step Count: 2035625 | Episode Q0:    37.55
Episode: 980/5000 | Episode reward:  1311.29 | Episode steps: 2500 | Average reward:  1253.24 | Step Count: 2038125 | Episode Q0:    37.55
Episode: 981/5000 | Episode reward:  1787.88 | Episode steps: 2500 | Average reward:  1336.34 | Step Count: 2040625 | Episode Q0:    37.55
Episode: 982/5000 | Episode reward:  1542.39 | Episode steps: 2500 | Average reward:  1351.09 | Step Count: 2043125 | Episode Q0:    37.55
Episode: 983/5000 | Episode reward:  1452.78 | Episode steps: 2500 | Average reward:  1429.74 | Step Count: 2045625 | Episode Q0:    37.55
Episode: 984/5000 | Episode reward:   795.78 | Episode steps: 2500 | Average reward:  1416.15 | Step Count: 2048125 | Episode Q0:    37.55
Episode: 985/5000 | Episode reward:  1566.57 | Episode steps: 2500 | Average reward:  1403.09 | Step Count: 2050625 | Episode Q0:    37.55
Episode: 986/5000 | Episode reward:  1038.08 | Episode steps: 2500 | Average reward:  1362.70 | Step Count: 2053125 | Episode Q0:    37.55
Episode: 987/5000 | Episode reward:  1380.35 | Episode steps: 2500 | Average reward:  1350.53 | Step Count: 2055625 | Episode Q0:    37.55
Episode: 988/5000 | Episode reward:  1236.73 | Episode steps: 2500 | Average reward:  1302.20 | Step Count: 2058125 | Episode Q0:    37.55
Episode: 989/5000 | Episode reward:   688.94 | Episode steps: 2500 | Average reward:  1280.08 | Step Count: 2060625 | Episode Q0:    37.55
Episode: 990/5000 | Episode reward:  1497.12 | Episode steps: 2500 | Average reward:  1298.66 | Step Count: 2063125 | Episode Q0:    37.55
Episode: 991/5000 | Episode reward:   378.98 | Episode steps:  823 | Average reward:  1157.77 | Step Count: 2063948 | Episode Q0:    37.55
Episode: 992/5000 | Episode reward:  1054.27 | Episode steps: 2500 | Average reward:  1108.96 | Step Count: 2066448 | Episode Q0:    37.55
Episode: 993/5000 | Episode reward:  1313.78 | Episode steps: 2500 | Average reward:  1095.06 | Step Count: 2068948 | Episode Q0:    37.55
Episode: 994/5000 | Episode reward:  1683.62 | Episode steps: 2500 | Average reward:  1183.84 | Step Count: 2071448 | Episode Q0:    37.55
Episode: 995/5000 | Episode reward:  1327.10 | Episode steps: 2500 | Average reward:  1159.90 | Step Count: 2073948 | Episode Q0:    37.55
Episode: 996/5000 | Episode reward:  1667.99 | Episode steps: 2500 | Average reward:  1222.89 | Step Count: 2076448 | Episode Q0:    37.55
Episode: 997/5000 | Episode reward:  1238.17 | Episode steps: 2500 | Average reward:  1208.67 | Step Count: 2078948 | Episode Q0:    38.44
Episode: 998/5000 | Episode reward:  1567.93 | Episode steps: 2500 | Average reward:  1241.79 | Step Count: 2081448 | Episode Q0:    38.44
Episode: 999/5000 | Episode reward:  1479.76 | Episode steps: 2500 | Average reward:  1320.87 | Step Count: 2083948 | Episode Q0:    38.44
Episode: 1000/5000 | Episode reward:   655.48 | Episode steps: 2500 | Average reward:  1236.71 | Step Count: 2086448 | Episode Q0:    38.44
Episode: 1001/5000 | Episode reward:  1471.69 | Episode steps: 2500 | Average reward:  1345.98 | Step Count: 2088948 | Episode Q0:    38.44
Episode: 1002/5000 | Episode reward:   848.30 | Episode steps: 2500 | Average reward:  1325.38 | Step Count: 2091448 | Episode Q0:    38.44
Episode: 1003/5000 | Episode reward:  1717.89 | Episode steps: 2500 | Average reward:  1365.79 | Step Count: 2093948 | Episode Q0:    38.44
Episode: 1004/5000 | Episode reward:   675.68 | Episode steps: 2500 | Average reward:  1265.00 | Step Count: 2096448 | Episode Q0:    38.44
Episode: 1005/5000 | Episode reward:  1464.43 | Episode steps: 2500 | Average reward:  1278.73 | Step Count: 2098948 | Episode Q0:    38.44
Episode: 1006/5000 | Episode reward:  1262.61 | Episode steps: 2500 | Average reward:  1238.19 | Step Count: 2101448 | Episode Q0:    38.44
Episode: 1007/5000 | Episode reward:  1405.94 | Episode steps: 2500 | Average reward:  1254.97 | Step Count: 2103948 | Episode Q0:    38.44
Episode: 1008/5000 | Episode reward:  1389.04 | Episode steps: 2500 | Average reward:  1237.08 | Step Count: 2106448 | Episode Q0:    38.44
Episode: 1009/5000 | Episode reward:  1212.12 | Episode steps: 2500 | Average reward:  1210.32 | Step Count: 2108948 | Episode Q0:    38.44
Episode: 1010/5000 | Episode reward:  1518.46 | Episode steps: 2500 | Average reward:  1296.62 | Step Count: 2111448 | Episode Q0:    38.44
Episode: 1011/5000 | Episode reward:   544.42 | Episode steps: 2500 | Average reward:  1203.89 | Step Count: 2113948 | Episode Q0:    38.44
Episode: 1012/5000 | Episode reward:  1624.04 | Episode steps: 2500 | Average reward:  1281.46 | Step Count: 2116448 | Episode Q0:    38.44
Episode: 1013/5000 | Episode reward:  1424.12 | Episode steps: 2500 | Average reward:  1252.09 | Step Count: 2118948 | Episode Q0:    38.44
Episode: 1014/5000 | Episode reward:   198.52 | Episode steps:  391 | Average reward:  1204.37 | Step Count: 2119339 | Episode Q0:    38.44
Episode: 1015/5000 | Episode reward:   326.76 | Episode steps: 2500 | Average reward:  1090.60 | Step Count: 2121839 | Episode Q0:    37.32
Episode: 1016/5000 | Episode reward:  1328.63 | Episode steps: 2500 | Average reward:  1097.21 | Step Count: 2124339 | Episode Q0:    37.32
Episode: 1017/5000 | Episode reward:   486.49 | Episode steps: 2500 | Average reward:  1005.26 | Step Count: 2126839 | Episode Q0:    37.32
Episode: 1018/5000 | Episode reward:   368.14 | Episode steps: 2500 | Average reward:   903.17 | Step Count: 2129339 | Episode Q0:    37.32
